"species","site","awcA","phTotal","sandA","shcA","solumDepth","bio5","bio6","bio15","bio18","bio19","Lat","Long"
"spp198",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp198",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp198",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp198",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp198",938,20.854999,583.784973,81.474998,503.709991,1173.54248,31.9470581,7.8941177,82.588233,0,326.882354,-30.36021781,115.4284999
"spp198",1114,22.6525,1087.579956,74.257499,221.327499,1028.392456,27.9857147,5.8457141,57.57143,0,280.914276,-34.18868759,116.977573
"spp198",1113,21.817499,1228.697509,67.557502,162.619995,1057.560058,27.952777,5.6138889,64.444442,0,372.638885,-34.13158489,116.4446945
"spp198",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp198",1113,21.817499,1228.697509,67.557502,162.619995,1057.560058,27.952777,5.6138889,64.444442,0,372.638885,-34.13158489,116.4446945
"spp198",1068,17.927499,609.757507,72.807502,180.054992,816.244995,30.154544,5.4727272,31.363636,0,133.727279,-33.09073027,119.8149835
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp198",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp198",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp198",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp198",938,20.854999,583.784973,81.474998,503.709991,1173.54248,31.9470581,7.8941177,82.588233,0,326.882354,-30.36021781,115.4284999
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",938,20.854999,583.784973,81.474998,503.709991,1173.54248,31.9470581,7.8941177,82.588233,0,326.882354,-30.36021781,115.4284999
"spp198",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp198",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp198",995,23.315521,632.641235,80.763359,488.465637,1234.10437,31.4857147,8.377143,83.342857,0,370.171417,-31.31607805,115.8061287
"spp198",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp198",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp198",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp198",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp198",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp198",995,23.315521,632.641235,80.763359,488.465637,1234.10437,31.4857147,8.377143,83.342857,0,370.171417,-31.31607805,115.8061287
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp198",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp198",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp199",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1102,18.875,761.955017,72.985,203.892501,899.262512,28.2142852,6.1285713,35.057144,0,161.571426,-33.94668075,119.1719129
"spp199",1103,19.69395,819.925292,77.836296,300.010681,873.160156,28.3807678,6.8769233,35.769229,0,174.461532,-33.99451976,119.7051635
"spp199",1103,19.69395,819.925292,77.836296,300.010681,873.160156,28.3807678,6.8769233,35.769229,0,174.461532,-33.99451976,119.7051635
"spp199",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp199",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp199",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp199",1103,19.69395,819.925292,77.836296,300.010681,873.160156,28.3807678,6.8769233,35.769229,0,174.461532,-33.99451976,119.7051635
"spp199",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp199",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp199",1116,17.1625,908.080017,76.842498,231.6725,826.332519,27.3594604,5.981081,44.054054,0,181.459457,-34.29750293,118.0449045
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp199",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp200",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp200",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp200",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp200",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp200",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp200",1101,16.43,595.994995,73.032501,170.272506,913.270019,28.6,5.5837837,37.675674,0,140.216217,-33.89704195,118.6391215
"spp200",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp201",999,24.497499,434.037506,69.065002,175.027496,985.957519,33.55,5.1722221,49.916667,45,135.166671,-31.5412614,117.887477
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",1024,26.254999,532.53247,76.294998,229.142501,1053.260009,33.3117645,4.9176471,62.382354,0,180,-31.9367364,117.3028515
"spp201",1023,35.052501,683.505004,73.962501,207.190002,1097.597534,33.6657135,4.8914287,70.942855,0,255.142852,-31.88104764,116.7802445
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",1024,26.254999,532.53247,76.294998,229.142501,1053.260009,33.3117645,4.9176471,62.382354,0,180,-31.9367364,117.3028515
"spp201",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp201",1025,23.1375,459.742492,71.470001,88.355003,892.227478,32.8399993,4.8171428,53.885715,43,145.057144,-31.99067034,117.8259582
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp201",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp201",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp201",1027,17.017499,489.394989,74.677497,147.212493,951.905029,33.178125,4.590625,44,0,135.6875,-32.0932619,118.8736097
"spp201",1043,23.795,799.080017,77.739997,325.55249,1079.805053,32.2969696,4.6272727,73.121215,0,320.181823,-32.33029819,116.7141894
"spp201",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp201",1043,23.795,799.080017,77.739997,325.55249,1079.805053,32.2969696,4.6272727,73.121215,0,320.181823,-32.33029819,116.7141894
"spp201",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp201",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp201",945,38.417499,395.48001,61.717498,143.382507,772.297485,34.5911773,4.7176471,41.764705,0,115.264709,-30.74459158,119.0446952
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",915,30.28,444.285003,72.777496,133.184997,1094.122558,35.0147064,4.9676471,47.117645,0,122.676467,-30.19494908,118.0691823
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",999,24.497499,434.037506,69.065002,175.027496,985.957519,33.55,5.1722221,49.916667,45,135.166671,-31.5412614,117.887477
"spp201",999,24.497499,434.037506,69.065002,175.027496,985.957519,33.55,5.1722221,49.916667,45,135.166671,-31.5412614,117.887477
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",999,24.497499,434.037506,69.065002,175.027496,985.957519,33.55,5.1722221,49.916667,45,135.166671,-31.5412614,117.887477
"spp201",999,24.497499,434.037506,69.065002,175.027496,985.957519,33.55,5.1722221,49.916667,45,135.166671,-31.5412614,117.887477
"spp201",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp201",1084,12.975,662.492492,67.707496,177.417495,778.840026,29.575,5.475,31.75,0,132.611114,-33.49478279,119.2291406
"spp201",1065,15.284999,576.42749,70.275001,120.717498,860.984985,31.3714294,4.9057144,46.857143,0,143.971435,-32.94333183,118.2291378
"spp201",1064,19.702499,682.210021,74.8675,176.992492,932.712524,31.1305541,4.9222221,53.527778,0,161.27777,-32.89064153,117.7014616
"spp201",1065,15.284999,576.42749,70.275001,120.717498,860.984985,31.3714294,4.9057144,46.857143,0,143.971435,-32.94333183,118.2291378
"spp201",1065,15.284999,576.42749,70.275001,120.717498,860.984985,31.3714294,4.9057144,46.857143,0,143.971435,-32.94333183,118.2291378
"spp201",1064,19.702499,682.210021,74.8675,176.992492,932.712524,31.1305541,4.9222221,53.527778,0,161.27777,-32.89064153,117.7014616
"spp201",1067,15.42,556.67749,73.9375,203.470001,870.794982,30.9111114,5.1416667,34.583332,0,131.055557,-33.04337913,119.2859147
"spp201",1080,21.532499,859.267517,79.767501,252.117492,1069.592529,30.6085723,5.1657142,61.542858,42,214.085708,-33.28653298,117.1092319
"spp201",1065,15.284999,576.42749,70.275001,120.717498,860.984985,31.3714294,4.9057144,46.857143,0,143.971435,-32.94333183,118.2291378
"spp201",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp201",1049,47.044998,761.950012,71.782501,154.732498,812.527526,31.0972229,5.0416667,36.75,0,145.361114,-32.63955001,119.8692426
"spp201",1081,22.204999,669.599975,72.917503,183.527496,969.132507,30.6090911,5.3060607,54.515151,0,178.575759,-33.34127146,117.6384722
"spp201",1047,17.362499,515.082519,75.752502,164.1875,981.474975,32.6157897,4.6763156,42,0,134.026321,-32.54354434,118.8156813
"spp201",1083,13.927499,585.432495,73.147499,218.619995,867.91748,30.1212127,5.2969696,38.272727,0,133.030303,-33.44539947,118.6984427
"spp201",1082,17.612499,588.914978,69.542503,136.059997,882.65747,30.2810821,5.162162,46.189189,0,147.48648,-33.39422801,118.1682145
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1081,22.204999,669.599975,72.917503,183.527496,969.132507,30.6090911,5.3060607,54.515151,0,178.575759,-33.34127146,117.6384722
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1066,14.472499,546.179992,71.324996,178.865005,875.172485,31.4382354,5.0588233,40.382354,0,132.647064,-32.99424536,118.7572941
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1047,17.362499,515.082519,75.752502,164.1875,981.474975,32.6157897,4.6763156,42,0,134.026321,-32.54354434,118.8156813
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1065,15.284999,576.42749,70.275001,120.717498,860.984985,31.3714294,4.9057144,46.857143,0,143.971435,-32.94333183,118.2291378
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp201",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp202",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp202",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
